Order_ID,Product_ID,Product_Name,Category,Supplier_Name,Warehouse_Location,Order_Date,Shipment_Date,Delivery_Date,Shipping_Mode,Customer_Region,Order_Quantity,Unit_Cost,Unit_Price,Total_Cost,Shipping_Cost,Inventory_Level,Lead_Time_Days,Order_Status,Delivery_Status
10022,P239,Jacket,Electronics,Alpha Traders,China Hub,26-01-2023,31-01-2023,07-02-2023,Truck,South America,174,86.95,98.31,15129.3,1894.44,654,19,Cancelled,Late
10160,P331,LED TV,Electronics,Alpha Traders,Brazil Hub,22-11-2024,29-11-2024,11-12-2024,Express,South America,413,494.23,674.44,204116.99,1046.95,918,3,Shipped,Late
10366,P476,Sneakers,Electronics,Vertex Distributors,China Hub,10-02-2024,05-10-2024,12-10-2024,Air,EUROPE,32,285.86,$437.96,9147.52,1243.55,893,12,Delayed,On-Time
10456,P391,Office Chair,Electronics,Global Tech Ltd,India DC,04-01-2023,08-01-2023,13-01-2023,Sea,South America,69,304.6,463.94,21017.4,1721.17,182,17,Returned,Late
10486,P814,Dining Table,electronics,Alpha Traders,India DC,15-11-2024,21-11-2024,03-12-2024,Express,Europe,11,430.67,614.1,4737.37,1015.03,656,5,Delayed,On-Time
10198,P577,Sneakers,Apparel,Vertex Distributors,USA warehouse,15-12-2023,17-12-2023,30-12-2023,Air,South America,393,110.54,220.56,43442.22,729.13,830,2,Shipped,Late
10414,P922,Jeans,Apparel,Orion Manufacturing,Brazil Hub,27-04-2023,,,Truck,Asia,322,451.05,589.27,145238.1,80.86,555,14,Delayed,On-Time
10086,P661,Tablet,Furniture,Delta Exporters,USA warehouse,09-06-2024,13-06-2024,25-06-2024,Sea,EUROPE,302,275.81,325.9 USD,83294.62,1377.96,-9,-1,Cancelled,On-Time
10277,P539,Car Battery,electronics,Delta Exporters,USA Warehouse,25-01-2024,01-02-2024,14-02-2024,Air,Europe,255,351.85,617.41,89721.75,245.79,631,0,Shipped,On-Time
10422,P940,Jacket,electronics,NextGen Supplies,USA Warehouse,02-11-2023,06-11-2023,09-11-2023,Express,Europe,134,163.78,256.01 USD,21946.52,1830.85,919,15,Shipped,On-Time
10342,P996,LED TV,Apparel,Prime Wholesale,USA warehouse,23-11-2024,26-11-2024,30-11-2024,Truck,EUROPE,228,249.57,$343.0,56901.96,1660.73,430,13,Returned,Late
10385,P465,Laptop,Electronics ,Vertex Distributors,China Hub,09-09-2023,13-09-2023,27-09-2023,Air, north america,423,244.3,286.44,103338.9,943.15,225,-3,Shipped,On-Time
10065,P563,Chocolate,Apparel,Global Tech Ltd,USA warehouse,08-14-2023,15-08-2023,17-08-2023,Sea,North America,472,374.13,736.24 USD,176589.36,1029.51,942,9,Shipped,On-Time
10155,P794,Tablet,Automotive ,Global Tech Ltd,China Hub,06-10-2023,,,Air,Europe,218,80.05,107.25 USD,17450.9,1655.83,414,0,Cancelled,Late
10165,P903,Jacket,Food,Alpha Traders,USA warehouse,08-21-2023,27-08-2023,01-09-2023,Sea,South America,176,491.17,942.85 USD,86445.92,1489.04,-20,10,Shipped,On-Time
10443,P292,T-shirt,apparel,Alpha Traders,Germany Warehouse,04-11-2023,10-11-2023,23-11-2023,Air,Europe,379,45.97,72.23,17422.63,926.12,574,14,Shipped,Late
10020,P803,Sofa,Apparel,Orion Manufacturing, China Hub,21-10-2023,24-10-2023,01-11-2023,Sea,EUROPE,259,164.99,252.84,42732.41,531.81,414,4,Delayed,On-Time
10140,P972,Office Chair,Automotive,Orion Manufacturing,USA warehouse,03-13-2023,,,Express, north america,285,199.81,$260.53,56945.85,1029.62,191,11,Cancelled,On-Time
10089,P832,LED TV,apparel,Global Tech Ltd,India DC,09-09-2024,10-09-2024,22-09-2024,Express,South America,266,105.05,158.33,27943.3,1175.43,730,19,Shipped,Late
10464,P221,Jacket,Automotive ,Alpha Traders,Brazil Hub,12-29-2023,02-01-2024,12-01-2024,Air, north america,496,350.99,635.99 USD,174091.04,331.04,746,-3,Shipped,Late
10294,P527,Tablet,apparel,Orion Manufacturing,Germany Warehouse,19-06-2024,23-06-2024,01-07-2024,Truck,Europe,173,122.33,$149.24,21163.09,1533.34,255,-3,Delayed,On-Time
10229,P929,Sofa,Apparel,Orion Manufacturing,China Hub,01-11-2023,05-11-2023,19-11-2023,Sea,EUROPE,500,355.55,614.2,177775,979.05,664,8,Delayed,Late
10212,P497,Sofa,Furniture,Global Tech Ltd,China Hub,06-11-2024,10-11-2024,22-11-2024,Sea,Asia,383,498.8,722.5,191040.4,1371.45,795,3,Shipped,On-Time
10063,P807,T-shirt,electronics,NextGen Supplies,USA warehouse,08-07-2024,12-07-2024,23-07-2024,Sea,Europe,213,162.85,296.56 USD,34687.05,301.2,119,14,Cancelled,Late
10466,P436,Sneakers,Apparel,Global Tech Ltd,Germany Warehouse,10-07-2024,14-07-2024,25-07-2024,Air,EUROPE,349,182.28,268.06,63615.72,543.36,613,18,Returned,Late
10068,P741,Tablet,Electronics,Global Tech Ltd,USA Warehouse,27-08-2023,29-08-2023,11-09-2023,Truck, north america,348,488.43,$798.2,169973.64,916.92,739,13,Delayed,Late
10049,P755,Smartphone,apparel,Orion Manufacturing,USA warehouse,21-10-2023,23-10-2023,04-11-2023,Truck,EUROPE,34,343.79,641.11,11688.86,550.19,312,-3,Returned,Late
10225,P168,Dining Table,electronics,Global Tech Ltd,China Hub,20-05-2023,21-05-2023,27-05-2023,Truck, north america,425,216.34,301.41 USD,91944.5,154.9,232,5,Shipped,On-Time
10434,P890,Dining Table,Automotive,NextGen Supplies,China Hub,09-05-2023,15-05-2023,20-05-2023,Truck,Europe,19,250.88,287.68,4766.72,1471.39,973,14,Cancelled,On-Time
10264,P676,Sofa,Apparel,Prime Wholesale,USA Warehouse,09-21-2023,24-09-2023,06-10-2023,Truck,Asia,41,322.79,448.52,13234.39,1727.06,195,7,Delayed,Late
10115,P542,Dining Table,apparel,NextGen Supplies,India DC,03-26-2023,31-03-2023,09-04-2023,Express,North America,242,408.54,$676.78,98866.68,503.32,698,-2,Cancelled,On-Time
10335,P443,Sneakers,Electronics ,Alpha Traders,USA warehouse,25-04-2024,28-04-2024,07-05-2024,Sea,Asia,363,127.73,197.38,46365.99,1864.96,513,5,Delayed,Late
10180,P865,Brake Pads,Automotive ,Orion Manufacturing,Germany Warehouse,21-05-2023,23-05-2023,06-06-2023,Truck,EUROPE,259,183.31,322.9 USD,47477.29,1711.24,306,12,Cancelled,On-Time
10147,P433,Frozen Pizza,Automotive,Global Tech Ltd,Brazil Hub,08-06-2024,14-06-2024,25-06-2024,Air,South America,229,418.75,786.74,95893.75,606.56,295,4,Returned,On-Time
10222,P969,Tablet,electronics,Global Tech Ltd,USA warehouse,18-10-2024,23-10-2024,04-11-2024,Sea,Asia,140,260.49,505.26,36468.6,217.78,976,3,Delayed,On-Time
10323,P119,Jacket,apparel,Vertex Distributors,Germany Warehouse,07-11-2024,12-11-2024,21-11-2024,Truck,South America,300,13.06,21.71,3918,218.34,804,10,Cancelled,Late
10177,P525,Frozen Pizza,Food,Delta Exporters,China Hub,18-01-2023,22-01-2023,02-02-2023,Sea,South America,374,166.98,243.8,62450.52,435.33,489,5,Cancelled,On-Time
10251,P710,Chocolate,Electronics ,Alpha Traders, China Hub,17-11-2023,20-11-2023,28-11-2023,Truck,South America,86,272.1,$405.01,23400.6,272.6,117,13,Cancelled,On-Time
10122,P742,Chocolate,Furniture,Vertex Distributors,USA Warehouse,08-10-2024,10-10-2024,18-10-2024,Air,Asia,467,191.96,303.06 USD,89645.32,962.9,346,19,Cancelled,On-Time
10358,P318,Jeans,Apparel,NextGen Supplies,Germany Warehouse,10-01-2024,12-01-2024,27-01-2024,Air,South America,450,147.59,211.06,66415.5,329.07,280,16,Returned,On-Time
10129,P971,T-shirt,Automotive,NextGen Supplies,Brazil Hub,06-02-2024,07-06-2024,13-06-2024,Express,EUROPE,235,197.86,242.59,46497.1,1102.67,344,4,Cancelled,Late
10220,P702,Tablet,apparel,NextGen Supplies,China Hub,28-01-2023,01-02-2023,15-02-2023,Sea, north america,97,161.37,$225.14,15652.89,1706.23,115,13,Returned,On-Time
10230,P147,Engine Oil,Furniture,NextGen Supplies,USA Warehouse,09-06-2024,13-06-2024,27-06-2024,Air,Europe,285,383.86,536.83,109400.1,678.77,87,0,Delayed,Late
10338,P592,Chocolate,Electronics ,Delta Exporters,USA warehouse,21-10-2023,27-10-2023,01-11-2023,Truck,Asia,391,355.71,635.83 USD,139082.61,1523.34,343,9,Delayed,On-Time
10342,P260,Laptop,electronics,Orion Manufacturing,India DC,03-26-2023,01-04-2023,04-04-2023,Sea,Europe,198,246.54,281.72 USD,48814.92,448.37,10,1,Cancelled,Late
10358,P907,Office Chair,Automotive ,Vertex Distributors,USA Warehouse,02-10-2024,14-02-2024,20-02-2024,Express,Europe,181,449.33,798.25 USD,81328.73,694.05,685,10,Returned,Late
10489,P163,T-shirt,Electronics,Vertex Distributors,USA warehouse,08-01-2023,03-08-2023,06-08-2023,Truck,Asia,181,375.49,$494.7,67963.69,225.42,-44,7,Delayed,Late
10384,P246,Smartphone,Apparel,Delta Exporters,Germany Warehouse,08-06-2023,14-06-2023,16-06-2023,Sea,North America,99,189.22,$246.03,18732.78,774.47,1000,12,Returned,On-Time
10233,P893,Engine Oil,Electronics ,Delta Exporters,Germany Warehouse,05-11-2023,10-11-2023,14-11-2023,Express,Europe,485,167.27,273.25,81125.95,441.91,96,-3,Cancelled,Late
10234,P370,Frozen Pizza,Electronics,Prime Wholesale,USA Warehouse,03-15-2024,22-03-2024,24-03-2024,Express, north america,83,295.35,408.11,24514.05,1367.84,310,-3,Shipped,On-Time
10275,P665,Smartphone,Furniture,Global Tech Ltd,India DC,07-09-2023,11-09-2023,24-09-2023,Air,Asia,165,405.39,669.39,66889.35,981.62,634,13,Delayed,On-Time
10254,P654,Jacket,Electronics ,Global Tech Ltd,USA Warehouse,23-10-2023,24-10-2023,06-11-2023,Air,South America,308,46.32,62.73,14266.56,1318.94,169,19,Shipped,Late
10180,P718,Sofa,Electronics,Global Tech Ltd,Brazil Hub,05-02-2024,09-05-2024,11-05-2024,Truck,Asia,360,379.64,$715.72,136670.4,951.28,187,-3,Returned,On-Time
10387,P761,Jacket,Automotive,Delta Exporters,China Hub,11-16-2024,17-11-2024,21-11-2024,Express,Europe,176,488.87,682.96,86041.12,117.26,467,13,Cancelled,Late
10286,P171,Sofa,electronics,Global Tech Ltd,Brazil Hub,13-07-2023,14-07-2023,22-07-2023,Truck, north america,441,332.65,521.86,146698.65,1635.74,834,13,Cancelled,Late
10424,P799,Jacket,Electronics ,NextGen Supplies,USA Warehouse,06-13-2024,20-06-2024,22-06-2024,Air,Europe,331,400.71,666.99,132635.01,1582.78,565,16,Delayed,Late
10031,P602,Brake Pads,apparel,Vertex Distributors,Brazil Hub,05-04-2023,06-05-2023,15-05-2023,Sea, north america,488,322.19,$584.57,157228.72,759.94,916,4,Delayed,On-Time
10439,P412,Engine Oil,Furniture,Vertex Distributors, China Hub,05-05-2023,12-05-2023,22-05-2023,Sea,South America,252,402.01,$687.11,101306.52,183.04,-44,1,Cancelled,On-Time
10186,P113,Sofa,Apparel,Vertex Distributors, China Hub,19-08-2023,23-08-2023,26-08-2023,Air,South America,495,201.34,339.53,99663.3,1911.68,973,12,Delayed,On-Time
10252,P129,Jacket,apparel,Vertex Distributors,China Hub,19-08-2024,26-08-2024,29-08-2024,Sea,Asia,347,276.34,536.21,95889.98,1059.26,323,9,Shipped,Late
10184,P107,Jeans,electronics,NextGen Supplies,Germany Warehouse,30-05-2024,31-05-2024,05-06-2024,Sea,North America,492,190.46,329.91 USD,93706.32,1626.44,103,11,Returned,On-Time
10303,P865,Engine Oil,Automotive,Alpha Traders,USA Warehouse,08-05-2023,06-08-2023,08-08-2023,Sea,EUROPE,39,166.9,273.53 USD,6509.1,872.9,823,-1,Returned,On-Time
10091,P695,Office Chair,apparel,Delta Exporters,Brazil Hub,02-02-2024,07-02-2024,11-02-2024,Air,South America,266,395.28,788.61,105144.48,1016.86,288,12,Delayed,Late
10463,P322,Engine Oil,Electronics ,Alpha Traders,India DC,25-06-2023,02-07-2023,13-07-2023,Air, north america,163,11.12,18.37,1812.56,287.41,338,7,Returned,On-Time
10069,P863,T-shirt,Automotive ,Alpha Traders,USA warehouse,12-14-2023,21-12-2023,03-01-2024,Sea,EUROPE,308,433.16,$652.91,133413.28,1679.36,738,-1,Delayed,On-Time
10449,P486,Jeans,Automotive,Orion Manufacturing,India DC,24-03-2024,31-03-2024,04-04-2024,Air,Europe,254,187.63,$351.79,47658.02,602.07,848,18,Delayed,On-Time
10080,P676,Jacket,Furniture,Vertex Distributors,Germany Warehouse,20-01-2024,25-01-2024,29-01-2024,Air,EUROPE,296,172.26,$261.65,50988.96,1363.92,915,6,Returned,Late
10455,P756,Sofa,Automotive ,Alpha Traders,Brazil Hub,12-29-2023,03-01-2024,11-01-2024,Truck, north america,34,430.61,494.96 USD,14640.74,465.25,710,5,Delayed,Late
10385,P938,Sofa,Electronics,Delta Exporters,China Hub,26-06-2024,03-07-2024,06-07-2024,Sea,Asia,99,109.28,183.69 USD,10818.72,1753.68,-20,12,Returned,On-Time
10213,P265,Car Battery,Apparel,Delta Exporters,India DC,16-06-2023,23-06-2023,26-06-2023,Truck,EUROPE,21,96.59,$129.07,2028.39,174.29,524,7,Cancelled,On-Time
10201,P585,Chocolate,apparel,Orion Manufacturing,USA Warehouse,07-20-2024,,,Express,Europe,77,415.39,706.52,31985.03,1709.28,245,19,Returned,On-Time
10257,P456,Sofa,Automotive ,Delta Exporters,USA Warehouse,06-06-2024,12-06-2024,27-06-2024,Express,South America,55,202.15,$266.57,11118.25,1513.07,3,13,Shipped,Late
10149,P794,Headphones,Apparel,Global Tech Ltd, China Hub,17-11-2024,18-11-2024,23-11-2024,Air, north america,397,267.01,414.13 USD,106002.97,1731.67,1000,16,Returned,Late
10278,P814,Laptop,Automotive ,Alpha Traders,USA warehouse,11-10-2023,16-11-2023,25-11-2023,Truck,North America,381,228.58,334.15,87088.98,705.66,973,16,Shipped,On-Time
10325,P153,Office Chair,Automotive,Delta Exporters,USA warehouse,10-04-2024,11-04-2024,17-04-2024,Air,North America,230,293.62,340.46,67532.6,1830.41,83,1,Delayed,On-Time
10404,P460,Dining Table,apparel,Global Tech Ltd,Germany Warehouse,05-12-2024,19-05-2024,29-05-2024,Sea,Asia,256,8.28,12.1 USD,2119.68,140.46,528,15,Cancelled,Late
10186,P355,Car Battery,Food,Vertex Distributors,Brazil Hub,04-12-2024,17-04-2024,26-04-2024,Express, north america,158,395.44,587.65,62479.52,386.53,339,15,Returned,Late
10254,P589,Sneakers,electronics,Alpha Traders,China Hub,18-05-2023,24-05-2023,03-06-2023,Express,North America,215,97.58,146.7 USD,20979.7,1492.8,535,15,Delayed,On-Time
10433,P518,Engine Oil,Electronics ,NextGen Supplies,Brazil Hub,15-12-2023,16-12-2023,28-12-2023,Sea, north america,210,254.28,328.61 USD,53398.8,1492.76,710,4,Cancelled,Late
10304,P808,Car Battery,Automotive,Delta Exporters,USA warehouse,26-04-2024,30-04-2024,11-05-2024,Air,EUROPE,83,244.71,463.16 USD,20310.93,387.59,646,3,Returned,Late
10189,P821,Sofa,Furniture,Delta Exporters,India DC,02-01-2023,09-01-2023,21-01-2023,Air, north america,271,368.15,481.19 USD,99768.65,1902.19,922,-3,Shipped,On-Time
10335,P623,Frozen Pizza,Food,Prime Wholesale,India DC,14-02-2023,16-02-2023,20-02-2023,Air,North America,445,416.74,824.34 USD,185449.3,1960.32,336,6,Shipped,Late
10377,P660,T-shirt,electronics,NextGen Supplies,Brazil Hub,19-09-2024,,,Truck,South America,469,392.52,560.81,184091.88,678.09,519,20,Delayed,On-Time
10318,P716,Dining Table,Apparel,Prime Wholesale, China Hub,13-07-2023,16-07-2023,18-07-2023,Sea,EUROPE,66,179.72,267.25 USD,11861.52,792.59,-4,4,Shipped,On-Time
10109,P273,Frozen Pizza,electronics,NextGen Supplies,Brazil Hub,11-25-2023,28-11-2023,13-12-2023,Sea,Asia,140,215.07,375.06 USD,30109.8,1892.98,435,10,Returned,Late
10408,P397,Jeans,apparel,Global Tech Ltd,India DC,13-12-2023,15-12-2023,27-12-2023,Truck,Europe,214,52.4,$63.86,11213.6,1822.57,904,11,Shipped,On-Time
10178,P622,Jeans,Apparel,Vertex Distributors,USA Warehouse,23-09-2023,,,Truck,South America,127,202.53,$298.45,25721.31,1842.37,308,19,Delayed,Late
10031,P162,Brake Pads,apparel,Global Tech Ltd,Brazil Hub,09-03-2023,05-09-2023,16-09-2023,Express,Europe,364,328.31,387.49,119504.84,1316.72,771,-2,Cancelled,Late
10161,P178,Headphones,Automotive,Orion Manufacturing,India DC,02-13-2024,18-02-2024,03-03-2024,Truck,Asia,222,106.37,179.31,23614.14,149.36,471,13,Delayed,On-Time
10099,P613,T-shirt,Automotive,Orion Manufacturing, China Hub,13-02-2023,19-02-2023,05-03-2023,Air,Europe,404,438.05,714.93 USD,176972.2,1843.07,972,13,Shipped,Late
10367,P679,Brake Pads,Electronics,Global Tech Ltd,Brazil Hub,10-06-2024,17-06-2024,25-06-2024,Sea,Asia,88,187.95,$342.68,16539.6,640.22,639,7,Cancelled,On-Time
10378,P478,T-shirt,Apparel,Vertex Distributors,India DC,10-08-2023,17-08-2023,23-08-2023,Sea,North America,177,374.78,471.98 USD,66336.06,1798.88,193,10,Delayed,On-Time
10261,P252,T-shirt,apparel,Global Tech Ltd, China Hub,12-25-2023,30-12-2023,05-01-2024,Sea,North America,340,60.77,105.45,20661.8,1138.17,131,8,Delayed,Late
10208,P886,T-shirt,electronics,Delta Exporters, China Hub,31-07-2023,04-08-2023,16-08-2023,Air, north america,240,154.41,223.92 USD,37058.4,1644.15,96,18,Cancelled,Late
10057,P306,Chocolate,Food,Prime Wholesale,USA Warehouse,06-11-2024,13-11-2024,15-11-2024,Truck,Asia,143,268.03,460.02 USD,38328.29,73.17,322,14,Shipped,On-Time
10063,P324,Headphones,Automotive ,Prime Wholesale,USA Warehouse,05-06-2024,07-06-2024,21-06-2024,Sea,North America,155,199.54,291.27,30928.7,427.31,968,8,Shipped,Late
10169,P118,Sofa,Apparel,Orion Manufacturing,Brazil Hub,03-08-2024,05-08-2024,17-08-2024,Express,EUROPE,355,332.15,$432.05,117913.25,205.75,853,14,Returned,On-Time
10473,P514,Brake Pads,Furniture,Vertex Distributors,USA Warehouse,17-10-2024,22-10-2024,30-10-2024,Truck,North America,370,53.68,$85.24,19861.6,1265.94,282,14,Returned,On-Time
10180,P125,T-shirt,Electronics ,Global Tech Ltd, China Hub,01-05-2023,03-05-2023,10-05-2023,Express,EUROPE,473,404.61,808,191380.53,1268,394,18,Cancelled,Late
10189,P779,LED TV,apparel,Vertex Distributors,India DC,11-22-2024,25-11-2024,08-12-2024,Express,EUROPE,125,123.92,$238.63,15490,241.31,424,10,Returned,On-Time
10235,P899,Frozen Pizza,Food,NextGen Supplies,India DC,17-07-2023,19-07-2023,29-07-2023,Air,Europe,97,487.44,881.39 USD,47281.68,1232.61,413,9,Cancelled,On-Time
10063,P768,Dining Table,Automotive,Global Tech Ltd, China Hub,22-09-2024,29-09-2024,12-10-2024,Express,Asia,334,83.11,113.15,27758.74,4219.8,-26,0,Cancelled,Late
10069,P957,Engine Oil,Furniture,Prime Wholesale,USA Warehouse,11-11-2024,12-11-2024,19-11-2024,Sea,Europe,172,98.29,144.83,16905.88,1338.61,906,19,Shipped,Late
10179,P550,T-shirt,Apparel,NextGen Supplies,China Hub,09-24-2023,29-09-2023,13-10-2023,Sea,Asia,187,24.51,32.2,4583.37,1654.15,754,9,Returned,Late
10360,P965,Dining Table,Apparel,Delta Exporters,USA Warehouse,29-01-2023,05-02-2023,08-02-2023,Express, north america,374,257.23,$288.18,96204.02,890.17,988,4,Delayed,On-Time
10466,P221,Sneakers,Electronics ,Alpha Traders,USA Warehouse,30-10-2023,01-11-2023,15-11-2023,Express,Europe,1,446.29,634.61,446.29,964.46,731,8,Delayed,On-Time
10491,P529,T-shirt,Apparel,NextGen Supplies, China Hub,25-05-2023,01-06-2023,08-06-2023,Express, north america,325,227.83,381.94,74044.75,922.57,334,18,Returned,Late
10125,P263,Brake Pads,Electronics ,NextGen Supplies,USA warehouse,03-07-2023,06-07-2023,16-07-2023,Express,EUROPE,459,121.8,220.92 USD,55906.2,522.97,401,13,Cancelled,On-Time
10223,P815,Frozen Pizza,Electronics,Global Tech Ltd,China Hub,06-04-2024,09-04-2024,22-04-2024,Air,North America,202,94.84,151.09 USD,19157.68,1644.3,146,12,Cancelled,On-Time
10146,P129,LED TV,Furniture,Delta Exporters,Brazil Hub,01-16-2024,20-01-2024,27-01-2024,Air,Asia,288,338.22,$600.28,97407.36,676.6,845,7,Returned,On-Time
10263,P430,Headphones,Automotive,Global Tech Ltd,China Hub,24-03-2023,27-03-2023,09-04-2023,Sea,Europe,344,246.17,465.93,84682.48,1127.5,344,16,Cancelled,On-Time
10081,P154,Brake Pads,electronics,NextGen Supplies,USA Warehouse,10-27-2024,28-10-2024,31-10-2024,Air,EUROPE,208,97.57,152.06,20294.56,127.81,625,9,Delayed,Late
10228,P914,Jeans,Electronics,NextGen Supplies,USA warehouse,05-04-2024,11-05-2024,23-05-2024,Air,Europe,455,223.54,$383.94,101710.7,13744.2,514,16,Shipped,On-Time
10127,P423,Office Chair,Automotive,Alpha Traders, China Hub,02-03-2024,03-03-2024,18-03-2024,Sea,Asia,391,298.17,574.69 USD,116584.47,1277.97,410,18,Returned,Late
10339,P282,Brake Pads,electronics,Global Tech Ltd,Brazil Hub,04-12-2023,16-04-2023,21-04-2023,Air,North America,368,317.58,$489.74,116869.44,1215.18,503,2,Delayed,On-Time
10210,P990,Laptop,Electronics ,NextGen Supplies,USA Warehouse,10-19-2024,21-10-2024,29-10-2024,Sea,Europe,196,212.48,280.9 USD,41646.08,639.88,555,17,Delayed,Late
10312,P409,Laptop,Automotive ,Vertex Distributors,USA Warehouse,02-11-2023,03-11-2023,18-11-2023,Sea,South America,362,12.85,$24.16,4651.7,1927.28,397,2,Cancelled,On-Time
10434,P585,Tablet,apparel,Alpha Traders,India DC,14-11-2023,15-11-2023,25-11-2023,Truck, north america,30,151.93,183.58 USD,4557.9,1527.52,26,-3,Shipped,On-Time
10050,P333,Chocolate,Food,Global Tech Ltd, China Hub,10-25-2023,31-10-2023,14-11-2023,Express,North America,139,436.87,702.65 USD,60724.93,1539.21,988,6,Cancelled,Late
10375,P933,Jacket,Apparel,Orion Manufacturing,Brazil Hub,10-09-2024,,,Air, north america,112,77.91,$123.37,8725.92,1328.49,563,13,Cancelled,On-Time
10407,P847,Engine Oil,apparel,Alpha Traders,Brazil Hub,10-08-2023,,,Express, north america,267,262.92,$477.06,70199.64,595.95,278,6,Cancelled,Late
10015,P954,Sofa,Automotive,Orion Manufacturing,Brazil Hub,01-12-2024,08-12-2024,16-12-2024,Truck,South America,241,204.89,254.61,49378.49,880.35,900,15,Returned,Late
10000,P695,Jacket,Automotive ,Vertex Distributors,China Hub,13-02-2023,,,Express,South America,481,338.5,$478.28,162818.5,1930.95,588,4,Shipped,Late
10365,P973,Jeans,Automotive ,NextGen Supplies, China Hub,12-08-2024,18-08-2024,28-08-2024,Express,North America,499,401.93,$670.29,200563.07,106.44,522,4,Delayed,On-Time
10192,P257,Headphones,apparel,Alpha Traders,USA warehouse,01-11-2024,05-11-2024,11-11-2024,Truck,EUROPE,404,16.48,20.2,6657.92,1748.99,968,-1,Delayed,Late
10474,P368,Office Chair,Apparel,NextGen Supplies,USA Warehouse,18-11-2024,,,Express,South America,412,89.94,129.57 USD,37055.28,525.1,351,8,Delayed,On-Time
10348,P581,Frozen Pizza,Automotive ,NextGen Supplies,Germany Warehouse,08-04-2024,06-08-2024,09-08-2024,Sea,North America,40,179.47,283.69 USD,7178.8,1638.13,778,20,Returned,On-Time
10145,P122,LED TV,Electronics ,Orion Manufacturing,USA Warehouse,02-06-2024,06-06-2024,14-06-2024,Express,South America,137,138.85,256.27,19022.45,1133.22,775,8,Returned,On-Time
10393,P915,Jacket,Automotive ,Alpha Traders,USA Warehouse,10-10-2023,17-10-2023,26-10-2023,Express,North America,1,487.24,828.82 USD,487.24,577.9,658,17,Shipped,On-Time
10046,P815,Chocolate,Electronics,Vertex Distributors,Brazil Hub,12-10-2023,16-10-2023,21-10-2023,Express,North America,256,442.53,643.24,113287.68,1985.35,568,17,Cancelled,Late
10050,P922,Smartphone,Apparel,Alpha Traders,Brazil Hub,11-10-2024,18-10-2024,31-10-2024,Air, north america,276,197.21,348.09,54429.96,393.59,621,13,Delayed,Late
10394,P862,Headphones,electronics,Delta Exporters,Germany Warehouse,07-03-2023,,,Truck,North America,338,152.54,$188.59,51558.52,1214.21,812,-1,Delayed,On-Time
10254,P159,Jeans,Electronics,NextGen Supplies,Brazil Hub,08-06-2024,,,Truck,South America,427,29.96,56.25,12792.92,642.2,711,8,Cancelled,Late
10250,P699,Frozen Pizza,Apparel,Prime Wholesale,China Hub,05-06-2023,11-05-2023,21-05-2023,Express,Asia,445,81.91,115.1 USD,36449.95,1136.41,605,7,Returned,On-Time
10110,P659,T-shirt,Automotive,Global Tech Ltd,USA warehouse,23-10-2023,28-10-2023,07-11-2023,Sea,North America,104,173.6,277.87 USD,18054.4,1864.54,424,0,Cancelled,On-Time
10370,P588,Chocolate,Electronics ,Global Tech Ltd,Germany Warehouse,30-05-2023,31-05-2023,09-06-2023,Truck,Asia,347,96.95,$155.22,33641.65,849.08,393,18,Delayed,Late
10110,P615,Sofa,electronics,Orion Manufacturing, China Hub,22-02-2024,,,Truck,Asia,378,416.13,$498.64,157297.14,324.06,734,-2,Returned,On-Time
10199,P863,Office Chair,electronics,Global Tech Ltd,India DC,01-04-2024,09-01-2024,21-01-2024,Air, north america,211,92.88,110.64,19597.68,1274.2,931,16,Shipped,Late
10011,P632,Frozen Pizza,Automotive ,Vertex Distributors,Brazil Hub,03-15-2023,21-03-2023,23-03-2023,Truck,EUROPE,163,339.78,449.83,55384.14,1219.38,507,7,Shipped,Late
10136,P242,T-shirt,Electronics ,Alpha Traders,USA warehouse,16-01-2023,,,Truck, north america,437,39.35,$65.4,17195.95,701.73,702,2,Delayed,Late
10403,P942,Brake Pads,Apparel,Global Tech Ltd, China Hub,07-08-2024,11-07-2024,15-07-2024,Truck,Asia,495,163.34,245.36,80853.3,948.71,642,1,Shipped,Late
10473,P429,Frozen Pizza,Electronics,Prime Wholesale,Brazil Hub,28-03-2023,03-04-2023,10-04-2023,Sea,EUROPE,212,36.04,60.37,7640.48,1207.23,979,4,Returned,On-Time
10127,P701,Office Chair,Furniture,Delta Exporters,Germany Warehouse,10-04-2023,14-04-2023,22-04-2023,Sea, north america,119,100.41,142.12,11948.79,1335.74,904,2,Cancelled,Late
10148,P908,Chocolate,Food,Delta Exporters,Brazil Hub,06-09-2024,09-09-2024,18-09-2024,Sea,North America,210,386.23,$524.87,81108.3,354.3,993,7,Cancelled,On-Time
10052,P950,LED TV,apparel,Prime Wholesale,China Hub,15-01-2023,18-01-2023,26-01-2023,Sea,Asia,73,215.8,378.1 USD,15753.4,239.66,856,17,Cancelled,Late
10105,P291,Laptop,Automotive ,Orion Manufacturing,India DC,21-12-2023,25-12-2023,09-01-2024,Air,Asia,245,499.95,937.7,122487.75,1445.57,404,3,Shipped,On-Time
10089,P927,T-shirt,electronics,Global Tech Ltd,Brazil Hub,13-05-2024,20-05-2024,01-06-2024,Express,Europe,261,448.56,787.27,117074.16,1684.68,396,3,Delayed,On-Time
10080,P349,Office Chair,Electronics,NextGen Supplies,USA warehouse,17-11-2023,19-11-2023,30-11-2023,Express,Asia,304,459.81,655.16,139782.24,1332.6,142,13,Returned,Late
